Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status
34,2025-04-16 08:11:08,0.018,18416.0,18117.5,PIX,Em Analise
35,2025-03-15 05:05:42,0.0304,53.7,94.97,Boleto,Processando
36,2025-03-18 12:37:25,0.0254,215.6,243.11,PIX,Confirmado
37,2025-03-16 04:22:08,0.0136,53.9,96.07,PIX,Processando
38,2025-04-19 14:47:47,0.1197,499.64,482.73,Debito,Confirmado
39,2025-03-22 18:59:08,0.0743,5937.3,5519.06,Boleto,Confirmado
40,2025-03-03 03:31:44,0.0583,1798.0,1726.17,PIX,Processando
41,2025-03-27 02:25:36,0.1426,174.9,182.95,Debito,Em Analise
42,2025-03-27 23:28:39,0.0557,53.9,93.8,Credito,Confirmado
43,2025-05-03 13:48:20,0.025,1539.8,1534.3,Boleto,Em Analise
44,2025-02-25 22:16:37,0.0411,899.0,904.95,PIX,Cancelado
45,2025-02-23 23:40:48,0.0358,124.91,143.34,Debito,Em Analise
46,2025-03-22 02:32:04,0.0748,8226.39,7633.96,PIX,Confirmado
47,2025-03-06 02:46:53,0.0437,13812.0,13231.32,Boleto,Confirmado
48,2025-05-05 18:29:47,0.0774,1798.0,1691.82,Credito,Confirmado
49,2025-04-03 11:00:22,0.1004,428.99,418.91,PIX,Processando
50,2025-05-13 18:47:18,0.1166,53.9,80.61,Credito,Confirmado
51,2025-03-24 23:12:13,0.1065,174.9,189.26,PIX,Processando
52,2025-05-03 07:23:43,0.0308,2697.0,2656.83,Boleto,Em Analise
53,2025-04-26 01:20:49,0.0174,3598.02,3568.4,PIX,Confirmado
54,2025-04-24 22:15:30,0.0814,13812.0,12730.6,PIX,Cancelado
55,2025-03-06 00:55:53,0.0298,1715.96,1687.72,PIX,Cancelado
56,2025-02-25 06:04:11,0.0127,2158.0,2163.58,Credito,Confirmado
57,2025-04-10 13:44:17,0.0791,5397.03,5003.11,PIX,Em Analise
58,2025-04-05 19:42:55,0.049,3079.6,2951.6,PIX,Cancelado
59,2025-03-08 06:13:02,0.1134,3596.0,3221.2,Credito,Confirmado
60,2025-02-17 03:46:36,0.0471,259.72,290.39,Boleto,Cancelado
61,2025-02-26 21:58:54,0.1468,499.64,469.19,Debito,Processando
62,2025-04-13 00:47:22,0.1138,4316.0,3857.83,PIX,Em Analise
63,2025-04-19 16:41:04,0.0087,663.96,701.08,PIX,Processando
64,2025-04-01 08:19:33,0.0763,2309.7,2156.37,Boleto,Em Analise
65,2025-03-11 05:24:52,0.0844,129.86,161.8,Boleto,Em Analise
66,2025-03-24 17:40:20,0.1043,35.8,65.06,Boleto,Cancelado
67,2025-02-25 21:44:12,0.0747,49.9,79.16,Credito,Cancelado
68,2025-03-10 13:56:15,0.0725,4316.0,4025.99,Boleto,Processando
69,2025-05-06 00:20:48,0.0552,3237.0,3081.22,PIX,Cancelado
70,2025-04-26 05:51:52,0.0407,349.8,378.46,PIX,Confirmado
71,2025-02-18 19:28:09,0.1419,1079.0,968.79,Debito,Processando
72,2025-04-27 11:31:23,0.0476,1898.0,1850.56,Debito,Cancelado
73,2025-04-16 08:36:55,0.0095,3049.99,3063.92,PIX,Processando
74,2025-05-04 08:32:42,0.0251,161.7,180.54,Credito,Em Analise
75,2025-04-14 03:26:44,0.1286,6099.98,5348.51,PIX,Processando
76,2025-03-18 15:51:41,0.088,519.44,516.63,Boleto,Em Analise
77,2025-04-16 05:35:45,0.1168,857.98,790.76,PIX,Processando
78,2025-04-20 09:40:32,0.1213,1347.0,1216.6,PIX,Em Analise
79,2025-04-02 07:18:28,0.1235,8226.39,7243.42,PIX,Processando
80,2025-03-05 18:08:56,0.0826,207.2,223.08,Boleto,Processando
81,2025-05-01 22:57:48,0.0266,519.44,538.61,Debito,Em Analise
82,2025-03-30 03:05:25,0.0222,1799.01,1792.06,Debito,Confirmado
83,2025-04-27 16:58:19,0.0861,519.44,497.62,Credito,Confirmado
84,2025-04-04 13:43:54,0.055,6099.98,5787.38,Credito,Cancelado
85,2025-04-06 23:27:00,0.0837,389.58,379.87,Boleto,Em Analise
86,2025-02-27 07:11:13,0.0748,374.73,369.6,PIX,Em Analise
87,2025-03-06 02:31:30,0.0903,51.8,80.11,Debito,Processando
88,2025-03-03 20:00:09,0.0048,519.44,539.85,Boleto,Confirmado
89,2025-04-22 04:22:03,0.0049,4316.0,4317.75,Credito,Cancelado
90,2025-03-16 03:00:14,0.1082,7196.04,6450.42,Debito,Confirmado
91,2025-04-14 16:14:22,0.029,155.4,173.79,Debito,Processando
92,2025-03-27 05:13:40,0.0978,249.82,248.29,Debito,Confirmado
93,2025-04-05 04:45:14,0.082,1539.8,1446.53,PIX,Em Analise
94,2025-05-01 14:39:51,0.1473,1798.0,1566.14,Debito,Cancelado
95,2025-04-03 23:16:41,0.1253,524.7,501.86,Boleto,Confirmado
96,2025-04-25 17:03:55,0.062,3079.6,2921.65,PIX,Processando
97,2025-02-17 23:02:28,0.0925,3049.99,2810.77,Credito,Processando
98,2025-04-29 14:44:20,0.0176,524.7,538.37,Debito,Processando
99,2025-03-16 00:49:12,0.058,519.44,512.21,PIX,Confirmado
100,2025-05-04 09:01:41,0.1101,1898.0,1722.02,Credito,Em Analise
101,2025-03-03 21:54:08,0.0934,165.99,183.48,Credito,Cancelado
102,2025-04-24 02:08:55,0.0727,9208.0,8571.57,Boleto,Em Analise
103,2025-03-02 11:41:12,0.0265,1796.0,1771.31,PIX,Cancelado
104,2025-04-06 15:44:57,0.1205,3049.99,2725.37,PIX,Confirmado
105,2025-05-12 07:40:23,0.041,71.6,111.56,Debito,Cancelado
106,2025-03-12 00:16:54,0.1231,6099.98,5391.97,Debito,Em Analise
107,2025-03-28 12:33:18,0.0917,4288.0,3937.69,PIX,Confirmado
108,2025-02-21 06:53:30,0.0559,331.98,356.32,Boleto,Cancelado
109,2025-02-19 01:22:46,0.0061,155.4,187.44,PIX,Cancelado
110,2025-03-05 17:15:06,0.0349,149.7,187.38,Boleto,Cancelado
111,2025-03-28 22:32:50,0.1334,10968.52,9528.22,PIX,Processando
112,2025-05-07 18:16:12,0.1227,389.58,384.68,Credito,Cancelado
113,2025-03-30 03:43:34,0.0862,389.58,388.99,Credito,Cancelado
114,2025-03-19 05:32:24,0.0699,3796.0,3573.56,PIX,Confirmado
115,2025-05-16 06:48:30,0.0971,5937.3,5393.78,PIX,Confirmado
116,2025-03-13 07:35:30,0.0699,2144.0,2017.03,PIX,Confirmado
117,2025-05-12 17:21:39,0.0966,4288.0,3896.68,Debito,Processando
118,2025-03-29 16:07:45,0.0461,49.9,80.59,PIX,Confirmado
119,2025-03-26 23:04:45,0.1258,449.0,435.42,Boleto,Cancelado
120,2025-04-02 23:27:10,0.1053,35.8,74.93,PIX,Em Analise
121,2025-03-21 17:47:53,0.0495,4316.0,4145.26,Boleto,Confirmado
122,2025-02-19 20:28:44,0.1246,1979.1,1755.4,Boleto,Cancelado
123,2025-03-23 00:47:08,0.0731,129.86,153.36,Debito,Processando
124,2025-03-02 23:39:35,0.0262,3958.2,3887.49,Boleto,Cancelado
125,2025-04-22 04:22:37,0.0117,71.6,93.66,Credito,Processando
126,2025-03-30 06:33:37,0.1049,3049.99,2752.95,PIX,Confirmado
127,2025-04-03 17:41:41,0.1298,161.7,173.7,Debito,Em Analise
128,2025-04-29 14:12:50,0.1211,259.72,271.17,Credito,Confirmado
129,2025-04-08 06:26:52,0.0983,6506.28,5889.61,Debito,Cancelado
130,2025-02-19 00:02:05,0.0212,6099.98,6013.56,PIX,Confirmado
131,2025-02-28 18:34:43,0.0141,3079.6,3059.08,Debito,Confirmado
132,2025-04-27 16:19:54,0.0518,6506.28,6202.24,Debito,Em Analise
133,2025-03-06 17:04:14,0.1282,3237.0,2855.01,PIX,Confirmado
134,2025-03-12 17:03:17,0.1443,699.6,631.64,Debito,Confirmado
135,2025-04-10 06:39:12,0.0362,165.99,202.88,Credito,Cancelado
136,2025-03-25 07:55:58,0.1143,4879.71,4344.86,Boleto,Em Analise
137,2025-04-21 07:23:43,0.0861,5397.03,4955.25,Boleto,Em Analise
138,2025-04-06 03:23:42,0.0048,1898.0,1931.79,Boleto,Em Analise
139,2025-03-08 00:20:22,0.0814,53.7,82.32,Debito,Cancelado
140,2025-03-23 22:52:13,0.1209,3237.0,2868.55,Credito,Cancelado
141,2025-03-26 08:04:46,0.0414,17.9,40.06,PIX,Em Analise
142,2025-02-18 10:27:01,0.1346,663.96,597.49,Debito,Confirmado
143,2025-03-03 21:05:07,0.0354,857.98,850.51,PIX,Cancelado
144,2025-05-01 08:58:30,0.0115,49.9,82.32,Credito,Confirmado
145,2025-04-25 17:41:17,0.024,389.58,423.13,Debito,Confirmado
146,2025-05-10 09:36:52,0.1256,17.9,38.55,Boleto,Processando
147,2025-03-15 07:05:58,0.0626,949.0,932.49,Credito,Processando
148,2025-03-27 06:59:53,0.1195,1796.0,1604.28,Credito,Em Analise
149,2025-03-18 18:26:27,0.0797,6506.28,6030.63,Credito,Em Analise
150,2025-05-15 06:57:19,0.0721,5937.3,5552.12,PIX,Processando
151,2025-02-27 19:01:53,0.121,51.8,78.52,Boleto,Confirmado
152,2025-03-14 10:03:21,0.0635,9208.0,8666.19,PIX,Processando
153,2025-03-14 03:03:33,0.1203,7916.4,6986.96,PIX,Confirmado
154,2025-03-20 13:19:56,0.0151,2309.7,2317.72,Debito,Em Analise
155,2025-05-02 11:02:02,0.0954,249.82,258.98,Debito,Em Analise
156,2025-04-09 16:04:35,0.1054,6099.98,5490.03,Credito,Confirmado
157,2025-04-18 02:27:16,0.1349,2309.7,2021.02,PIX,Em Analise
158,2025-03-16 14:44:56,0.0336,449.0,466.9,Boleto,Em Analise
159,2025-04-07 19:35:25,0.0906,9149.97,8363.88,PIX,Processando
160,2025-04-22 21:31:53,0.065,428.99,444.01,Credito,Confirmado
161,2025-04-04 14:15:14,0.0574,165.99,179.36,Debito,Cancelado
162,2025-04-27 07:01:35,0.016,6506.28,6435.17,PIX,Cancelado
163,2025-03-23 22:05:55,0.0201,1626.57,1616.78,Debito,Processando
164,2025-05-16 20:39:21,0.1255,5397.03,4762.6,PIX,Confirmado
165,2025-05-06 15:21:43,0.1125,1079.0,980.51,Debito,Confirmado
166,2025-02-20 23:27:11,0.0574,1286.97,1236.0,Boleto,Confirmado
167,2025-03-15 17:00:51,0.1243,6099.98,5384.65,Boleto,Confirmado
168,2025-04-24 06:21:14,0.0121,899.0,921.11,PIX,Processando
169,2025-03-02 20:01:03,0.0937,2697.0,2467.19,Debito,Em Analise
170,2025-04-27 07:04:54,0.1302,259.72,248.8,Debito,Processando
171,2025-03-19 21:57:59,0.1258,898.0,827.93,PIX,Em Analise
172,2025-04-10 21:34:58,0.0559,3079.6,2940.44,Credito,Confirmado
173,2025-05-13 20:14:09,0.1118,349.8,343.68,Debito,Processando
174,2025-04-18 15:48:39,0.0641,4604.0,4331.78,Boleto,Em Analise
175,2025-04-22 21:20:18,0.126,10968.52,9609.39,Credito,Cancelado
176,2025-02-26 19:23:14,0.0796,149.7,160.68,PIX,Em Analise
177,2025-04-15 22:32:03,0.1147,3598.02,3208.23,Credito,Cancelado
178,2025-03-20 04:43:29,0.0118,3598.02,3598.46,PIX,Em Analise
179,2025-05-16 14:17:09,0.0885,4316.0,3956.93,Boleto,Cancelado
180,2025-02-17 08:34:34,0.0825,4288.0,3957.14,Debito,Confirmado
181,2025-02-28 01:26:37,0.0915,5484.26,5015.44,Credito,Confirmado
182,2025-04-21 14:53:30,0.1043,1286.97,1185.73,Credito,Confirmado
183,2025-05-10 01:08:01,0.1377,2158.0,1883.74,Credito,Confirmado
184,2025-02-28 06:03:01,0.1179,3958.2,3524.52,Credito,Cancelado
185,2025-03-11 08:55:26,0.0329,49.9,91.16,Debito,Em Analise
186,2025-02-26 07:07:09,0.1239,3253.14,2892.98,Credito,Cancelado
187,2025-04-30 06:56:52,0.0183,51.8,73.75,Boleto,Confirmado
188,2025-03-23 07:14:22,0.0933,7916.4,7200.7,PIX,Confirmado
189,2025-04-22 19:07:50,0.1324,18416.0,16010.71,PIX,Confirmado
190,2025-03-04 01:16:58,0.0152,349.8,387.38,Boleto,Processando
191,2025-04-27 02:16:24,0.1275,1072.0,958.22,Boleto,Cancelado
192,2025-05-02 16:28:04,0.1198,3253.14,2906.31,Credito,Processando
193,2025-03-03 08:14:21,0.0756,497.97,503.22,Credito,Cancelado
194,2025-05-06 02:37:05,0.0463,519.44,518.29,Credito,Confirmado
195,2025-04-30 08:29:03,0.0608,5397.03,5111.79,Debito,Confirmado
196,2025-03-04 02:24:28,0.1453,155.4,165.81,Debito,Em Analise
197,2025-04-21 02:25:00,0.0303,2309.7,2272.71,PIX,Cancelado
198,2025-04-30 00:07:29,0.0869,1347.0,1262.94,Boleto,Processando
199,2025-04-24 22:24:23,0.0125,10968.52,10854.31,Boleto,Processando
200,2025-04-14 02:04:02,0.0327,149.7,187.7,Credito,Cancelado
201,2025-05-09 04:51:15,0.1145,769.9,704.65,PIX,Processando
202,2025-03-11 06:21:15,0.0454,857.98,852.02,PIX,Cancelado
203,2025-04-01 03:04:54,0.1479,4879.71,4180.9,Debito,Cancelado
204,2025-03-07 14:11:08,0.0751,6506.28,6040.56,PIX,Processando
205,2025-03-23 00:13:08,0.0775,7196.04,6681.25,PIX,Cancelado
206,2025-03-10 15:42:04,0.0054,18416.0,18349.54,PIX,Processando
207,2025-04-15 03:04:00,0.1435,10968.52,9437.44,PIX,Processando
208,2025-03-24 15:37:03,0.0261,8226.39,8044.67,Boleto,Cancelado
209,2025-04-12 09:38:40,0.0808,497.97,500.63,Debito,Processando
210,2025-03-27 17:25:46,0.0594,449.0,465.23,Boleto,Processando
211,2025-05-07 07:47:02,0.0623,374.73,394.28,Debito,Em Analise
212,2025-04-22 23:02:49,0.0965,1286.97,1195.77,Debito,Confirmado
213,2025-03-21 23:33:57,0.0993,3958.2,3608.05,PIX,Em Analise
214,2025-05-08 23:04:54,0.0231,3237.0,3205.13,PIX,Confirmado
215,2025-02-24 06:46:21,0.0749,155.4,186.66,Boleto,Cancelado
216,2025-04-12 19:20:21,0.1186,949.0,859.35,Boleto,Cancelado
217,2025-04-01 22:30:10,0.0665,1798.0,1711.42,Debito,Cancelado
218,2025-03-24 14:26:44,0.0249,9149.97,8955.13,Credito,Processando
219,2025-04-14 21:56:53,0.047,1798.0,1756.39,PIX,Processando
220,2025-02-23 17:42:01,0.0319,499.64,526.6,PIX,Confirmado
221,2025-04-24 19:47:36,0.0189,155.4,175.36,Boleto,Cancelado
222,2025-03-12 23:36:09,0.0566,149.7,184.13,Debito,Cancelado
223,2025-03-31 22:41:40,0.0811,3796.0,3531.04,Credito,Confirmado
224,2025-04-18 00:58:13,0.0109,215.6,256.15,PIX,Processando
225,2025-05-01 18:27:59,0.0906,1798.0,1668.09,Debito,Cancelado
226,2025-05-15 06:13:34,0.149,769.9,688.17,Debito,Em Analise
227,2025-03-09 19:39:07,0.1446,1626.57,1424.36,Boleto,Confirmado
228,2025-05-04 06:19:21,0.1244,2697.0,2394.48,Debito,Cancelado
229,2025-05-15 09:25:43,0.04,1072.0,1062.11,Debito,Processando
230,2025-03-23 16:55:42,0.0034,497.97,529.27,Credito,Em Analise
231,2025-05-09 08:20:39,0.125,4604.0,4071.4,Credito,Cancelado
232,2025-03-10 02:25:37,0.0084,259.72,280.44,Debito,Confirmado
233,2025-04-26 12:49:17,0.0308,3079.6,3007.65,PIX,Confirmado
234,2025-04-30 00:16:55,0.0817,18416.0,16944.4,Debito,Processando
235,2025-04-02 17:14:18,0.0268,4879.71,4771.83,PIX,Confirmado
236,2025-03-15 07:43:17,0.1251,129.86,156.51,Debito,Cancelado
237,2025-03-08 14:09:10,0.1166,7196.04,6379.88,Boleto,Processando
238,2025-03-01 09:58:05,0.1134,2144.0,1933.86,Credito,Confirmado
239,2025-03-10 14:49:38,0.1224,374.73,361.85,Debito,Em Analise
240,2025-03-22 13:15:56,0.033,199.6,226.0,Credito,Confirmado
241,2025-02-19 19:44:13,0.1093,1796.0,1632.69,Credito,Em Analise
242,2025-04-15 05:51:06,0.0533,155.4,170.02,Credito,Processando
243,2025-04-30 20:59:13,0.1,497.97,481.16,PIX,Em Analise
244,2025-03-17 21:44:13,0.0183,1539.8,1554.52,Credito,Em Analise
245,2025-03-05 03:49:27,0.1058,949.0,881.59,Boleto,Em Analise
246,2025-05-17 04:39:47,0.1458,449.0,416.53,Debito,Processando
247,2025-03-22 17:30:33,0.0065,12199.96,12153.65,Debito,Cancelado
248,2025-03-28 03:36:51,0.0141,53.9,76.04,Boleto,Processando
249,2025-04-13 06:20:03,0.0185,3253.14,3225.95,Boleto,Confirmado
250,2025-03-20 18:23:57,0.0646,663.96,654.06,PIX,Em Analise
251,2025-04-09 02:30:49,0.0436,3596.0,3462.11,Boleto,Cancelado
252,2025-05-15 23:08:43,0.121,4604.0,4089.82,Boleto,Confirmado
253,2025-03-29 23:00:15,0.0711,129.86,143.53,PIX,Processando
254,2025-03-09 00:20:23,0.0727,4604.0,4292.19,Debito,Em Analise
255,2025-02-26 14:15:07,0.1076,3958.2,3555.2,Debito,Em Analise
256,2025-03-28 10:41:22,0.0543,3253.14,3109.48,Credito,Em Analise
257,2025-03-24 23:54:01,0.053,49.9,70.16,Debito,Processando
258,2025-03-19 11:03:34,0.1135,99.8,131.37,Debito,Confirmado
259,2025-04-09 14:07:09,0.117,1286.97,1159.29,Boleto,Em Analise
260,2025-05-01 15:26:19,0.0022,374.73,416.81,Debito,Em Analise
261,2025-04-18 04:14:46,0.0216,215.6,233.84,Boleto,Em Analise
262,2025-04-01 02:49:17,0.032,4879.71,4756.55,Debito,Processando
263,2025-02-19 08:17:17,0.0527,3079.6,2950.3,PIX,Em Analise
264,2025-03-25 22:22:24,0.0437,949.0,950.43,Credito,Processando
265,2025-05-14 05:50:30,0.1003,6099.98,5531.05,Boleto,Processando
266,2025-04-16 22:42:17,0.1242,1072.0,971.85,Credito,Confirmado
267,2025-04-21 13:29:55,0.0288,155.4,193.82,Boleto,Processando
268,2025-03-26 09:22:40,0.0844,2144.0,1996.04,Boleto,Processando
269,2025-02-19 14:50:32,0.0552,8226.39,7815.19,Boleto,Confirmado
270,2025-04-13 10:26:20,0.0759,899.0,853.67,Credito,Processando
271,2025-04-06 07:44:02,0.0931,2158.0,1990.08,PIX,Processando
272,2025-03-25 16:37:45,0.134,9149.97,7966.77,PIX,Cancelado
273,2025-04-11 03:23:40,0.0288,10968.52,10685.62,PIX,Cancelado
274,2025-04-17 16:32:27,0.0131,699.6,713.34,Credito,Processando
275,2025-04-07 01:06:29,0.0941,524.7,518.23,PIX,Cancelado
276,2025-03-02 18:48:08,0.0591,5937.3,5619.4,Debito,Cancelado
277,2025-04-30 23:55:39,0.0244,155.4,174.51,Credito,Confirmado
278,2025-03-16 00:13:36,0.0176,3596.0,3575.61,Boleto,Processando
279,2025-05-01 03:14:11,0.0838,129.86,161.88,Debito,Processando
280,2025-04-07 20:57:25,0.0451,1796.0,1747.99,Debito,Cancelado
281,2025-04-28 01:29:03,0.1496,149.7,170.2,Boleto,Cancelado
282,2025-02-20 15:34:29,0.0609,5397.03,5091.25,Debito,Cancelado
283,2025-03-24 19:03:06,0.0318,35.8,67.65,Debito,Em Analise
284,2025-03-25 20:31:10,0.0943,53.7,71.54,Credito,Em Analise
285,2025-04-22 10:17:40,0.0366,149.7,177.21,Debito,Cancelado
286,2025-04-08 04:08:21,0.0741,129.86,163.14,Boleto,Confirmado
287,2025-04-07 17:08:55,0.0724,4316.0,4046.42,Credito,Cancelado
288,2025-03-16 04:00:07,0.068,428.99,432.81,PIX,Processando
289,2025-03-28 16:06:11,0.1194,1798.0,1626.22,Boleto,Confirmado
290,2025-05-05 04:36:11,0.0325,5484.26,5328.92,PIX,Confirmado
291,2025-03-17 10:41:33,0.1356,3958.2,3444.37,Boleto,Processando
292,2025-03-18 12:33:18,0.1187,18416.0,16263.01,Boleto,Cancelado
293,2025-04-04 00:54:30,0.05,499.64,497.56,Boleto,Processando
294,2025-03-23 21:53:48,0.0271,1799.01,1773.16,PIX,Confirmado
295,2025-04-07 08:54:56,0.0419,857.98,864.93,Debito,Processando
296,2025-02-19 11:38:40,0.0499,165.99,180.61,Boleto,Em Analise
297,2025-02-22 17:06:56,0.0835,7916.4,7298.28,Debito,Confirmado
298,2025-03-23 06:22:31,0.007,6506.28,6483.64,Debito,Cancelado
299,2025-04-24 07:02:23,0.1372,124.91,140.76,Boleto,Cancelado
300,2025-03-04 14:19:41,0.0148,349.8,367.52,Boleto,Cancelado
301,2025-03-01 23:42:56,0.0419,2144.0,2087.16,Debito,Em Analise
302,2025-03-03 00:39:48,0.0164,1539.8,1537.45,Debito,Cancelado
303,2025-02-23 05:57:30,0.0385,519.44,522.34,Credito,Confirmado
304,2025-04-24 10:29:22,0.1257,35.8,74.2,PIX,Confirmado
305,2025-04-03 06:37:28,0.0923,1072.0,995.95,Boleto,Cancelado
306,2025-02-26 17:52:55,0.0341,331.98,353.65,Credito,Processando
307,2025-03-10 06:16:27,0.1308,8226.39,7193.28,Credito,Em Analise
308,2025-05-13 03:12:16,0.1201,161.7,165.18,Debito,Processando
309,2025-03-15 20:03:12,0.113,524.7,498.4,PIX,Em Analise
310,2025-05-01 11:43:29,0.1271,497.97,477.58,Boleto,Em Analise
311,2025-02-22 21:14:53,0.0929,1072.0,1005.4,Debito,Confirmado
312,2025-03-22 15:50:09,0.0752,3596.0,3368.48,PIX,Em Analise
313,2025-03-06 21:02:53,0.0561,1979.1,1910.97,Credito,Confirmado
314,2025-05-10 17:38:36,0.0336,2697.0,2639.37,Credito,Processando
315,2025-04-29 04:55:03,0.0836,1079.0,1011.7,Boleto,Processando
316,2025-05-04 15:45:53,0.1334,53.7,89.44,Debito,Processando
317,2025-03-26 11:48:29,0.0891,12199.96,11135.84,Debito,Confirmado
318,2025-03-29 06:59:11,0.1379,215.6,218.86,Boleto,Processando
319,2025-03-25 11:41:40,0.0535,207.2,219.01,Credito,Em Analise
320,2025-03-27 18:55:11,0.1043,9149.97,8238.53,PIX,Em Analise
321,2025-04-18 01:49:12,0.0973,1799.01,1666.87,PIX,Cancelado
322,2025-03-17 10:04:26,0.1006,8226.39,7421.72,Boleto,Em Analise
323,2025-02-18 13:06:03,0.0968,2144.0,1979.36,Credito,Confirmado
324,2025-04-01 20:12:53,0.0332,7916.4,7696.48,Debito,Em Analise
325,2025-04-25 08:26:19,0.0215,449.0,482.25,Credito,Processando
326,2025-03-24 05:36:34,0.1468,3253.14,2798.48,PIX,Confirmado
327,2025-03-20 20:16:24,0.0068,2697.0,2701.56,PIX,Cancelado
328,2025-02-20 07:12:37,0.0702,769.9,758.75,Boleto,Processando
329,2025-05-06 15:19:23,0.0638,3237.0,3063.47,Debito,Em Analise
330,2025-04-24 20:00:22,0.054,2144.0,2051.12,PIX,Em Analise
331,2025-05-10 22:46:35,0.1173,199.6,199.09,Boleto,Em Analise
332,2025-04-04 03:17:47,0.1118,17.9,38.8,PIX,Processando
333,2025-04-14 03:12:57,0.1358,9149.97,7940.39,PIX,Cancelado
334,2025-02-21 17:39:49,0.0593,519.44,511.54,Credito,Confirmado
335,2025-05-16 13:39:08,0.0846,1898.0,1770.42,Debito,Cancelado
336,2025-02-22 03:20:32,0.1338,428.99,414.49,PIX,Confirmado
337,2025-02-18 15:38:19,0.1491,1072.0,945.15,Debito,Cancelado
338,2025-03-27 13:23:23,0.1454,3049.99,2629.42,Credito,Em Analise
339,2025-02-24 23:15:44,0.1077,10968.52,9810.11,Debito,Cancelado
340,2025-02-25 02:11:55,0.0215,449.0,462.25,Boleto,Confirmado
341,2025-04-14 22:07:46,0.0035,207.2,249.37,Boleto,Em Analise
342,2025-04-30 20:39:36,0.1238,2847.0,2517.44,Credito,Cancelado
343,2025-04-11 22:30:21,0.1261,428.99,397.79,Debito,Cancelado
344,2025-03-11 20:40:00,0.112,519.44,484.16,Debito,Processando
345,2025-04-06 13:09:26,0.042,99.8,128.6,Boleto,Em Analise
346,2025-03-09 08:01:23,0.096,519.44,492.47,Boleto,Cancelado
347,2025-04-21 09:28:21,0.0474,2309.7,2233.21,Debito,Em Analise
348,2025-03-07 11:21:47,0.0676,9149.97,8554.33,Boleto,Processando
349,2025-02-25 14:03:44,0.0574,4316.0,4111.16,PIX,Cancelado
350,2025-03-27 06:56:48,0.137,35.8,53.8,Credito,Cancelado
351,2025-02-19 03:01:30,0.0351,389.58,418.81,Debito,Cancelado
352,2025-05-04 10:19:28,0.0866,3958.2,3658.32,PIX,Confirmado
353,2025-03-14 02:14:00,0.0541,2742.13,2616.68,Debito,Processando
354,2025-04-16 23:24:48,0.0995,2697.0,2471.55,PIX,Em Analise
355,2025-04-18 08:52:49,0.0847,9149.97,8397.87,Credito,Processando
356,2025-05-09 18:30:41,0.1386,3596.0,3140.49,Boleto,Processando
357,2025-04-13 17:41:28,0.0152,349.8,367.38,PIX,Processando
358,2025-05-09 02:35:48,0.0331,51.8,92.99,Boleto,Cancelado
359,2025-05-01 06:14:54,0.115,17.9,48.83,Credito,Em Analise
